ID Year Sex Age Mass BL TL Phi RhoZ FitnessTot
CN16-003 2016 Male A 36.932541601995 0.1215 59.5 0 0 0
CN16-004 2016 Female A 33.932541601995 0.1175 51 0 0 0
CN16-005 2016 Male A 38.9673931454672 0.124 52 0 0 0
CN16-006 2016 Female A 39.076034308204 0.12 55 0 0 0
CN16-007 2016 Male A 43.4455094038449 0.122 56.6666666666667 0 0 0
CN16-008 2016 Male A 40.1280029003406 0.1202 55.6 0 0 0
CN16-009 2016 Male A 33.9673931454672 0.126 56 0 0 0
CN16-010 2016 Male A 34.5585545675144 0.1175 57.5 0 0 0
CN16-011 2016 Male A 41.432541601995 0.1225 60.5 0 0 0
CN16-012 2016 Male A 39.5911073830706 0.1206 57.2 0 0 0
CN16-013 2016 Female A 31.9673931454672 0.116 56 0 0 0
CN16-014 2016 Male A 48.432541601995 0.126 64.5 0 0 0
CN16-015 2016 Female A 32.8976900585229 0.114 50 0 0 0
CN16-016 2016 Female A 34.8976900585229 0.115 53 0 0 0
CN16-017 2016 Female A 35.8976900585229 0.113 50 0 0 0
CN16-018 2016 Female A 39.5410748268248 0.1185 54 0 0 0
CN16-019 2016 Female A 32.8976900585229 0.113 50 0 0 0
CN16-020 2016 Male A 35.8300715879125 0.1175 50.5 0 0 0
CN16-021 2016 Male A 38.267822766315 0.120666666666667 54.6666666666667 0 0 0
CN16-022 2016 Female A 32.5410748268248 0.116 50.5 0 0 0
CN16-023 2016 Female A 35.6011560996483 0.119666666666667 55.6666666666667 0 0 0
CN16-024 2016 Male A 43.3293767158012 0.124 60.5 0 0 0
CN16-025 2016 Female A 37.7069562662538 0.117 58.8 0 0 0
CN16-026 2016 Female A 33.3069562662538 0.1174 54.4 0 0 0
CN16-028 2016 Male A 39.2959149165517 0.1215 58 0 0 0
CN16-029 2016 Male A 46.2959149165517 0.1235 62 0 0 0
CN16-030 2016 Female A 33.198710252516 0.114333333333333 56.3333333333333 0 0 0
CN16-031 2016 Female A 30.7959149165516 0.109 48.5 0 0 0
CN16-032 2016 Male A 48.7624531173021 0.127 59 0 0 0
CN16-033 2016 Female A 30.7624531173021 0.12 49 0 0 0
CN16-034 2016 Male A 40.7624531173021 0.126 54 0 0 0
CN16-035 2016 Female A 30.7624531173021 0.117 52 0 0 0
CN16-036 2016 Male A 33.7624531173021 0.117 53 0 0 0
CN16-037 2016 Female A 30.3893519425394 0.114 53 0 0 0
CN16-038 2016 Male A 35.7624531173021 0.123 54 0 0 0
CN16-039 2016 Female A 33.893571546554 0.1174 55.6 0 0 0
CN16-040 2016 Male A 36.7624531173021 0.119 56 0 0 0
CN16-041 2016 Male J 13 0.085 37 0 0 0
CN16-042 2016 Female J 15 0.082 34 0 0 0
CN16-043 2016 Female A 35.1783290981669 0.11225 55 0 0 0
CN16-044 2016 Male J 21.5 0.096 45 0 0 0
CN16-045 2016 Female J 26.3333333333333 0.100333333333333 42 0 0 0
CN16-046 2016 Female J 14 0.086 35 0 0 0
CN16-047 2016 Male A 47.041108681554 0.127333333333333 61 0 0 0
CN16-048 2016 Female J 20 0.094 40 0 0 0
CN16-049 2016 Male J 21 0.09 39 0 0 0
CN16-050 2016 Female J 19 0.09 36 0 0 0
CN16-051 2016 Female J 21.5 0.094 41 0 0 0
CN16-052 2016 Male A 40.1844595951267 0.127 54 0 0 0
CN16-053 2016 Male J 26 0.101 47 0 0 0
CN16-054 2016 Male A 37.1844595951267 0.119 52 0 0 0
CN16-055 2016 Female A 35.1844595951267 0.12 58 0 0 0
CN16-056 2016 Female A 36.2878759007579 0.117 57.75 0 0 0
CN16-057 2016 Female J 24 0.103 50 0 0 0
CN16-058 2016 Female J 27 0.099 45.5 0 0 0
CN16-059 2016 Male A 35.8833770208733 0.1165 53 0 0 0
CN16-060 2016 Female A 33.945589688238 0.115 58 0 0 0
CN16-061 2016 Female J 22 0.086 48 0 0 0
CN16-062 2016 Male J 29.25 0.1065 49.75 0 0 0
CN16-063 2016 Male J 29.75 0.1105 48.75 0 0 0
CN16-065 2016 Female J 23 0.103 48.5 0 0 0
CN16-066 2016 Female J 25.6666666666667 0.100333333333333 50.3333333333333 0 0 0
CN16-067 2016 Female J 23.4 0.104 46.4 0 0 0
CN16-068 2016 Female J 29 0.108 52 0 0 0
CN16-069 2016 Female J 31 0.109 51 0 0 0
CN16-070 2016 Male J 20 0.09 48 0 0 0
CN16-072 2016 Male J 28.6666666666667 0.110333333333333 49.3333333333333 0 0 0
CN16-073 2016 Male J 26.5 0.109 56.5 0 0 0
CN16-074 2016 Male J 28 0.104 52 0 0 0
CN16-075 2016 Female J 25 0.1075 56 0 0 0
CN16-076 2016 Male J 23 0.091 45 0 0 0
CN16-077 2016 Female J 19 0.095 41 0 0 0
CN16-078 2016 Male J 22.3333333333333 0.101 46.3333333333333 0 0 0
CN16-079 2016 Female J 27.5 0.1065 49.5 0 0 0
CN16-080 2016 Male J 24 0.1025 47.5 0 0 0
CN16-083 2016 Male J 34 0.113 54.5 0 0 0
CN16-084 2016 Male J 32.5 0.1105 52 0 0 0
CN16-086 2016 Male J 27 0.102 50.6666666666667 0 0 0
CN16-087 2016 Male J 29 0.108 54 0 0 0
CN16-088 2016 Female J 31 0.112 50 0 0 0
CN16-089 2016 Female J 24 0.102 43 0 0 0
CN16-090 2016 Female J 27 0.1 44 0 0 0
CN16-091 2016 Female J 30 0.108 49 0 0 0
CN16-092 2016 Female J 26 0.103 47 0 0 0
CN16-093 2016 Female J 31 0.114 52 0 0 0
CN16-094 2016 Female J 30 0.105 49 0 0 0
CN16-095 2016 Female J 31 0.112 49 0 0 0
CN16-096 2016 Male J 34 0.114 51 0 0 0
CN16-097 2016 Female J 27 0.104 50 0 0 0
CN16-098 2016 Male J 31 0.11 48 0 0 0
CN16-099 2016 Female J 23 0.098 44 0 0 0
CN16-100 2016 Male J 28 0.106 49 0 0 0
CN16-101 2016 Male J 33 0.112 52 0 0 0
CN16-103 2016 Female J 24 0.1 48 0 0 0
CN16-104 2016 Female J 27 0.101 47 0 0 0
CN16-105 2016 Female J 36 0.114 59 0 0 0
CN16-106 2016 Female J 25.5 0.104 45.5 0 0 0
CN16-107 2016 Female J 29 0.11 47 0 0 0
CN16-108 2016 Male J 23 0.093 44 0 0 0
CN16-109 2016 Female J 24 0.1 48 0 0 0
CN16-110 2016 Male J 26 0.102 53 0 0 0
CN16-111 2016 Male J 32 0.105 49 0 0 0
CN16-112 2016 Male J 31 0.107 45 0 0 0
CN16-113 2016 Male J 24 0.099 44 0 0 0
CN16-114 2016 Male J 30 0.109 47 0 0 0
CN16-115 2016 Female J 27 0.104 50 0 0 0
CN16-116 2016 Male J 30 0.104 51 0 0 0
